dataset,graph_id,region,graph_family,node_id,component_id,component_size,label,hhid,site,group,sex,sars,index,degree,weighted_degree_sec,contact_count,degree_centrality,betweenness_centrality,closeness_centrality,clustering,core_number,graph_center_score,structural_source_label,source_file
sociopatterns_primary_school,sociopatterns_primary_school,sociopatterns,temporal_contact_aggregated,1426,0,242,simulation_source_unknown_until_task_generation,sociopatterns_primary_school_component_0,SocioPatterns primary school,5B,M,Unknown,Unknown,83,22180.0,1109.0,0.34439834024896265,0.0032326604589530644,0.6040100250626567,0.5301204819277109,47,0.5,0,data/raw/socioSchool/primaryschool.csv/primaryschool.csv
sociopatterns_primary_school,sociopatterns_primary_school,sociopatterns,temporal_contact_aggregated,1427,0,242,simulation_source_unknown_until_task_generation,sociopatterns_primary_school_component_0,SocioPatterns primary school,5B,F,Unknown,Unknown,47,14500.0,725.0,0.1950207468879668,0.0017045122762627794,0.5540229885057472,0.5735430157261795,38,0.5,0,data/raw/socioSchool/primaryschool.csv/primaryschool.csv
sociopatterns_primary_school,sociopatterns_primary_school,sociopatterns,temporal_contact_aggregated,1428,0,242,simulation_source_unknown_until_task_generation,sociopatterns_primary_school_component_0,SocioPatterns primary school,5B,M,Unknown,Unknown,82,12540.0,627.0,0.34024896265560167,0.0023673555606706655,0.6025,0.5401987353206865,47,0.5,0,data/raw/socioSchool/primaryschool.csv/primaryschool.csv
sociopatterns_primary_school,sociopatterns_primary_school,sociopatterns,temporal_contact_aggregated,1429,0,242,simulation_source_unknown_until_task_generation,sociopatterns_primary_school_component_0,SocioPatterns primary school,5B,F,Unknown,Unknown,64,24260.0,1213.0,0.26556016597510373,0.0025947675119340962,0.5765550239234449,0.5188492063492064,46,0.5,0,data/raw/socioSchool/primaryschool.csv/primaryschool.csv
sociopatterns_primary_school,sociopatterns_primary_school,sociopatterns,temporal_contact_aggregated,1430,0,242,simulation_source_unknown_until_task_generation,sociopatterns_primary_school_component_0,SocioPatterns primary school,5B,M,Unknown,Unknown,37,3760.0,188.0,0.15352697095435686,0.0003430758682117746,0.5262008733624454,0.6846846846846847,36,0.3333333333333333,0,data/raw/socioSchool/primaryschool.csv/primaryschool.csv
sociopatterns_primary_school,sociopatterns_primary_school,sociopatterns,temporal_contact_aggregated,1431,0,242,simulation_source_unknown_until_task_generation,sociopatterns_primary_school_component_0,SocioPatterns primary school,5B,F,Unknown,Unknown,71,21220.0,1061.0,0.2946058091286307,0.0027002274874521706,0.5863746958637469,0.5098591549295775,47,0.5,0,data/raw/socioSchool/primaryschool.csv/primaryschool.csv
sociopatterns_primary_school,sociopatterns_primary_school,sociopatterns,temporal_contact_aggregated,1434,0,242,simulation_source_unknown_until_task_generation,sociopatterns_primary_school_component_0,SocioPatterns primary school,5B,F,Unknown,Unknown,94,24580.0,1229.0,0.3900414937759336,0.005507859990302448,0.6211340206185567,0.44680851063829785,47,0.5,0,data/raw/socioSchool/primaryschool.csv/primaryschool.csv
sociopatterns_primary_school,sociopatterns_primary_school,sociopatterns,temporal_contact_aggregated,1435,0,242,simulation_source_unknown_until_task_generation,sociopatterns_primary_school_component_0,SocioPatterns primary school,5B,M,Unknown,Unknown,39,10160.0,508.0,0.16182572614107885,0.0005151661474144741,0.5320088300220751,0.728744939271255,36,0.3333333333333333,0,data/raw/socioSchool/primaryschool.csv/primaryschool.csv
sociopatterns_primary_school,sociopatterns_primary_school,sociopatterns,temporal_contact_aggregated,1437,0,242,simulation_source_unknown_until_task_generation,sociopatterns_primary_school_component_0,SocioPatterns primary school,5B,F,Unknown,Unknown,95,38200.0,1910.0,0.3941908713692946,0.004901823462618675,0.6227390180878553,0.47592385218365063,47,0.5,0,data/raw/socioSchool/primaryschool.csv/primaryschool.csv
sociopatterns_primary_school,sociopatterns_primary_school,sociopatterns,temporal_contact_aggregated,1439,0,242,simulation_source_unknown_until_task_generation,sociopatterns_primary_school_component_0,SocioPatterns primary school,5B,M,Unknown,Unknown,76,20000.0,1000.0,0.3153526970954357,0.002598133750419092,0.5935960591133005,0.5382456140350877,47,0.5,0,data/raw/socioSchool/primaryschool.csv/primaryschool.csv
sociopatterns_primary_school,sociopatterns_primary_school,sociopatterns,temporal_contact_aggregated,1441,0,242,simulation_source_unknown_until_task_generation,sociopatterns_primary_school_component_0,SocioPatterns primary school,5B,M,Unknown,Unknown,32,5400.0,270.0,0.13278008298755187,0.00014342800672956102,0.5052410901467506,0.8487903225806451,31,0.3333333333333333,0,data/raw/socioSchool/primaryschool.csv/primaryschool.csv
sociopatterns_primary_school,sociopatterns_primary_school,sociopatterns,temporal_contact_aggregated,1443,0,242,simulation_source_unknown_until_task_generation,sociopatterns_primary_school_component_0,SocioPatterns primary school,5B,F,Unknown,Unknown,96,24920.0,1246.0,0.3983402489626556,0.005187437252506517,0.6243523316062176,0.4723684210526316,47,0.5,0,data/raw/socioSchool/primaryschool.csv/primaryschool.csv
sociopatterns_primary_school,sociopatterns_primary_school,sociopatterns,temporal_contact_aggregated,1451,0,242,simulation_source_unknown_until_task_generation,sociopatterns_primary_school_component_0,SocioPatterns primary school,5A,F,Unknown,Unknown,53,15520.0,776.0,0.21991701244813278,0.0015271047596564446,0.5565819861431871,0.49927431059506533,41,0.3333333333333333,0,data/raw/socioSchool/primaryschool.csv/primaryschool.csv
